"","phylum","gene","description"
"3506","proteobacteria","FIG00003623","3-hydroxydecanoyl-[ACP] dehydratase (EC 4.2.1.60)"
"3507","proteobacteria","FIG00008426","4Fe-4S ferredoxin, nitrogenase-associated"
"3508","proteobacteria","FIG00985912","Mll2788 protein"
"3509","proteobacteria","FIG00446179","FIG01004290: hypothetical protein"
"3510","proteobacteria","FIG00084569","FIG084569: hydrolase, alpha/beta fold family"
"3511","proteobacteria","FIG00984144","FIG00984145: hypothetical protein"
"3512","proteobacteria","FIG01004527","FIG01004529: hypothetical protein"
"3513","proteobacteria","FIG01004524","FIG01004525: hypothetical protein"
"3514","proteobacteria","FIG01516918","CinA-related protein"
"3515","proteobacteria","FIG00481216","FIG00481219: hypothetical protein"
"3516","proteobacteria","FIG00482547",NA
"3517","proteobacteria","FIG00482128","FIG00482130: hypothetical protein"
"3518","proteobacteria","FIG00443699","FIG00443700: hypothetical protein"
"3519","proteobacteria","FIG00481765","FIG00481767: hypothetical protein"
"3520","proteobacteria","FIG00481764","FIG00481765: hypothetical protein"
"3521","proteobacteria","FIG01306469","hypothetical protein"
"3522","proteobacteria","FIG01006266","Methyl-accepting chemotaxis receptor/sensory transducer"
"3523","proteobacteria","FIG00791940","Putative diaminopropionate ammonia-lyase"
"3524","proteobacteria","FIG00793540","FIG00793543: hypothetical protein"
"3525","proteobacteria","FIG00984787","FIG00984789: hypothetical protein"
"3526","proteobacteria","FIG01205028","GTPase"
"3527","proteobacteria","FIG00024226","Ribose operon repressor"
"3528","proteobacteria","FIG01258261","FIG00858196: hypothetical protein"
"3529","proteobacteria","FIG00481114","FIG00481115: hypothetical protein"
"3530","proteobacteria","FIG00143203","Hypothetical lactonase in carbon monoxide dehydrogenase cluster"
"3531","proteobacteria","FIG00483010","FIG00483011: hypothetical protein"
"3532","proteobacteria","FIG01005950","Bll6688 protein"
"3533","proteobacteria","FIG00025630","cAMP-dependent Kef-type K+ transport system"
"3534","proteobacteria","FIG01349454","bll2942; probable reductase (EC 1.1.1-)"
"3535","proteobacteria","FIG01796937","Probable transmembrane drug efflux protein"
"3536","proteobacteria","FIG01004770","FIG01004772: hypothetical protein"
"3537","proteobacteria","FIG00001080","Membrane fusion component of tripartite multidrug resistance system"
"3538","proteobacteria","FIG00000976","Transcription elongation factor GreB"
"3539","proteobacteria","FIG00000979","Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)"
"3540","proteobacteria","FIG01009241","FIG01009242: hypothetical protein"
"3541","proteobacteria","FIG00905678","Autolysin sensor kinase (EC 2.7.3.-)"
"3542","proteobacteria","FIG00793704","FIG00793705: hypothetical protein"
"3543","proteobacteria","FIG00793700","FIG00450271: hypothetical protein"
"3544","proteobacteria","FIG01819147","antibiotic acyltransferase"
"3545","proteobacteria","FIG01379700","Peptidase C14, caspase catalytic subunit p20 precursor"
"3546","proteobacteria","FIG00481356","FIG00481357: hypothetical protein"
"3547","proteobacteria","FIG00481359","FIG00481360: hypothetical protein"
"3548","proteobacteria","FIG00443334","FIG00443335: hypothetical protein"
"3549","proteobacteria","FIG00986505","FIG00986506: hypothetical protein"
"3550","proteobacteria","FIG00462127","FIG00462130: hypothetical protein"
"3551","proteobacteria","FIG00456359","FIG00456360: hypothetical protein"
"3552","proteobacteria","FIG01501736","Universal stress protein family, tandem domain"
"3553","proteobacteria","FIG00442343","bll5948; hypothetical protein"
"3554","proteobacteria","FIG00461858","FIG00461860: hypothetical protein"
"3555","proteobacteria","FIG01363820","ABC, transporter, ATP-binding protein"
"3556","proteobacteria","FIG01005032",NA
"3557","proteobacteria","FIG01005031","FIG01005032: hypothetical protein"
"3558","proteobacteria","FIG00460572","FIG00460574: hypothetical protein"
"3559","proteobacteria","FIG00480884","LysM domain / Lipoprotein NlpD"
"3560","proteobacteria","FIG00114139","Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)"
"3561","proteobacteria","FIG00793113","methyl transferase-like protein"
"3562","proteobacteria","FIG00793111","FIG00793113: hypothetical protein"
"3563","proteobacteria","FIG01304516","PhnB protein"
"3564","proteobacteria","FIG00457348","FIG00457349: hypothetical protein"
"3565","proteobacteria","FIG00442766","FIG00442767: hypothetical protein"
"3566","proteobacteria","FIG00442767","FIG00442772: hypothetical protein"
"3567","proteobacteria","FIG00791745","FIG00791746: hypothetical protein"
"3568","proteobacteria","FIG00482504","FIG00482506: hypothetical protein"
"3569","proteobacteria","FIG00458579","YbhB and YbcL"
"3570","proteobacteria","FIG01005529",NA
"3571","proteobacteria","FIG00082274","Methane monooxygenase component A beta chain (EC 1.14.13.25)"
"3572","proteobacteria","FIG00441440","HEN1 C-terminal domain; double-stranded RNA 3'-methylase"
"3573","proteobacteria","FIG00793870","FIG00793873: hypothetical protein"
"3574","proteobacteria","FIG01005616","FIG01005617: hypothetical protein"
"3575","proteobacteria","FIG01007753","FIG01007756: hypothetical protein"
"3576","proteobacteria","FIG01007752","FIG01007753: hypothetical protein"
"3577","proteobacteria","FIG00040809","Related to Dihydropteroate synthase"
"3578","proteobacteria","FIG00983531","FIG00983532: hypothetical protein"
"3579","proteobacteria","FIG00099737","Transcriptional regulator ligR, LysR family"
"3580","proteobacteria","FIG01004227","Transcriptional regulator associated with Tricarboxylic transport"
"3581","proteobacteria","FIG00038343","Alfa-L-rhamnosidase (EC 3.2.1.40)"
"3582","proteobacteria","FIG01490507","InterPro IPR000694:IPR002528 COGs COG0534"
"3583","proteobacteria","FIG00443616","Epoxide hydrolase"
"3584","proteobacteria","FIG00122164","Predicted secretion system X transmembrane protein 1"
"3585","proteobacteria","FIG00458640","FIG00458641: hypothetical protein"
"3586","proteobacteria","FIG00794823","FIG00794826: hypothetical protein"
"3587","proteobacteria","FIG00481357","FIG00481358: hypothetical protein"
"3588","proteobacteria","FIG00985258","Mll2569 protein"
"3589","proteobacteria","FIG00794316","FIG00794317: hypothetical protein"
"3590","proteobacteria","FIG00482362","FIG00482363: hypothetical protein"
"3591","proteobacteria","FIG00482364","ribonuclease T2 family protein"
"3592","proteobacteria","FIG00229246","Allophanate hydrolase (EC 3.5.1.54)"
"3593","proteobacteria","FIG00484033","FIG00484038: hypothetical protein"
"3594","proteobacteria","FIG00484039","FIG00484044: hypothetical protein"
"3595","proteobacteria","FIG00481048","FIG00481050: hypothetical protein"
"3596","proteobacteria","FIG01647927","putative HlyD-like secretion protein"
"3597","proteobacteria","FIG00481964","FIG00481966: hypothetical protein"
"3598","proteobacteria","FIG00999432","putative lyase"
"3599","proteobacteria","FIG00481966","FIG00481969: hypothetical protein"
"3600","proteobacteria","FIG01007131","FIG188645: PAP/25A core domain:DNA polymerase, beta-like region"
"3601","proteobacteria","FIG00984062","FIG00984063: hypothetical protein"
"3602","proteobacteria","FIG01004443","InterPro IPR001851 COGs COG0559"
"3603","proteobacteria","FIG01497009","putative chaperonin"
"3604","proteobacteria","FIG00001000","Sulfate and thiosulfate binding protein CysP"
"3605","proteobacteria","FIG01948373","Putative RNA polymerase sigma factor"
"3606","proteobacteria","FIG00004567","Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit"
"3607","proteobacteria","FIG00634344","Protein phosphatase 2C-like:Protein phosphatase 2C-like"
"3608","proteobacteria","FIG00953849","Transcriptional regulator ahyR/asaR family"
"3609","proteobacteria","FIG00001914","Metallo-beta-lactamase superfamily protein PA0057"
"3610","proteobacteria","FIG01006853","FlbE protein"
"3611","proteobacteria","FIG01370968",NA
"3612","proteobacteria","FIG00986589","putative substrate-binding component of ABC transporter"
"3613","proteobacteria","FIG01955949","Periplasmic nitrate reductase precursor (EC 1.7.99.4)"
"3614","proteobacteria","FIG00459587","FIG00459588: hypothetical protein"
"3615","proteobacteria","FIG00148990","COG2041: Sulfite oxidase and related enzymes"
"3616","proteobacteria","FIG01359618","Aminobutyraldehyde dehydrogenase (EC 1.2.1.19)"
"3617","proteobacteria","FIG00793429","FIG00793431: hypothetical protein"
"3618","proteobacteria","FIG00481019","FIG00481022: hypothetical protein"
"3619","proteobacteria","FIG00440030","FIG00440031: hypothetical protein"
"3620","proteobacteria","FIG00440031","FIG01008274: hypothetical protein"
"3621","proteobacteria","FIG01387957","phosphoesterase, putative"
"3622","proteobacteria","FIG00627566","two-component response regulator"
"3623","bacteroidetes","FIG00020185","Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)"
"3624","bacteroidetes","FIG01102176","anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)"
"3625","bacteroidetes","FIG01424807","Bifunctional deaminase-reductase domain protein"
"3626","bacteroidetes","FIG00617576","FIG00617592: hypothetical protein"
"3627","bacteroidetes","FIG00909233","FIG00909234: hypothetical protein"
"3628","bacteroidetes","FIG01851042","mrr restriction system protein"
"3629","bacteroidetes","FIG00572889","FIG00572892: hypothetical protein"
"3630","bacteroidetes","FIG01328760","Acid phosphatase (EC 3.1.3.2)"
"3631","bacteroidetes","FIG00907035","FIG00907036: hypothetical protein"
"3632","bacteroidetes","FIG00783497","Error-prone repair protein ImuA"
"3633","bacteroidetes","FIG00954496","Domain of unknown function DUF1537"
"3634","bacteroidetes","FIG01449452","OmpA-like transmembrane domain"
"3635","bacteroidetes","FIG00139011","Circadian clock protein KaiC"
"3636","bacteroidetes","FIG00048839","Alpha-N-acetylglucosaminidase (EC 3.2.1.50)"
"3637","bacteroidetes","FIG01460000","GAF sensor hybrid histidine kinase"
"3638","bacteroidetes","FIG01008861","ABC transporter, ATPase subunit"
"3639","bacteroidetes","FIG01094007","FIG01094008: hypothetical protein"
"3640","bacteroidetes","FIG00490269","outer membrane efflux protein/ immunoreative antigen"
"3641","bacteroidetes","FIG00906901","FIG00906902: hypothetical protein"
"3642","bacteroidetes","FIG01338467","Modulator of drug activity B"
"3643","bacteroidetes","FIG00002713","FIG011065: hypothetical protein"
"3644","bacteroidetes","FIG01921856","FIG00656574: hypothetical protein"
"3645","bacteroidetes","FIG00574780","FIG00574781: hypothetical protein"
"3646","bacteroidetes","FIG00051986","DNA-binding domain of ModE / Molybdate-binding domain of ModE"
"3647","bacteroidetes","FIG01742621","X-Pro dipeptidyl-peptidase"
"3648","bacteroidetes","FIG00809334","phospholipase/Carboxylesterase"
"3649","bacteroidetes","FIG00908995","caax amino terminal protease family"
"3650","bacteroidetes","FIG00907156","FIG00907157: hypothetical protein"
"3651","bacteroidetes","FIG01324424","SSS sodium solute transporter superfamily"
"3652","bacteroidetes","FIG01068018","2,5-diketo-D-gluconic acid reductase (EC 1.1.1.-)"
"3653","bacteroidetes","FIG00909131","FIG00909132: hypothetical protein"
"3654","bacteroidetes","FIG00004305","Outer membrane component of tripartite multidrug resistance system"
"3655","bacteroidetes","FIG01378565","alpha-ketoglutarate permease"
"3656","bacteroidetes","FIG00004470","VapB protein (antitoxin to VapC)"
"3657","bacteroidetes","FIG01547743","phage tail assembly-like protein"
"3658","bacteroidetes","FIG00985827","FIG00985828: hypothetical protein"
"3659","bacteroidetes","FIG00992477","Glycine/D-amino acid oxidases (deaminating)"
"3660","bacteroidetes","FIG00023677","FIG023677: hypothetical protein"
"3661","bacteroidetes","FIG00141624","Alpha-2-macroglobulin"
"3662","bacteroidetes","FIG00000983","Flavohemoprotein (Hemoglobin-like protein) (Flavohemoglobin) (Nitric oxide dioxygenase) (EC 1.14.12.17)"
"3663","bacteroidetes","FIG00908297","L-alanine-DL-glutamate epimerase"
"3664","bacteroidetes","FIG01877519","FIG00909490: hypothetical protein"
"3665","bacteroidetes","FIG01919889","FIG00653840: hypothetical protein"
"3666","bacteroidetes","FIG01106385","carbohydrate kinase, FGGY( EC:2.7.1.17 )"
"3667","bacteroidetes","FIG01041071","PKD domain protein"
"3668","bacteroidetes","FIG00884032","similar to ribulose-1,5-bisphosphate carboxylase, Type III"
"3669","bacteroidetes","FIG00920709","4-aminobutyrate aminotransferase (EC 2.6.1.19)"
"3670","bacteroidetes","FIG00908727","FIG00908734: hypothetical protein"
"3671","bacteroidetes","FIG00447744","FIG056164: rhomboid family serine protease"
"3672","bacteroidetes","FIG00985792","FIG00985795: hypothetical protein"
"3673","bacteroidetes","FIG00012945","Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1)"
"3674","bacteroidetes","FIG01832732","FIG00488449: hypothetical protein"
"3675","bacteroidetes","FIG00010157","Mn2+/Fe2+ transporter, NRAMP family"
"3676","bacteroidetes","FIG00492375","Outer membrane protein-like protein"
"3677","bacteroidetes","FIG00604509","multi-sensor signal transduction histidine kinase"
"3678","bacteroidetes","FIG00484150","glucose/galactose transporter"
"3679","bacteroidetes","FIG00906808","FIG00906810: hypothetical protein"
"3680","bacteroidetes","FIG00749522","amino acid permease-associated region"
"3681","bacteroidetes","FIG00945078","acetyltransferase( EC:2.3.1.- )"
"3682","bacteroidetes","FIG01132576","NADPH:quinone oxidoreductase"
"3683","bacteroidetes","FIG00898792","putative acetylhydrolase"
"3684","bacteroidetes","FIG00059898","Assimilatory nitrate reductase large subunit (EC:1.7.99.4)"
"3685","bacteroidetes","FIG01945896","Pectate lyase/Amb allergen"
"3686","bacteroidetes","FIG01307993",NA
"3687","bacteroidetes","FIG00005540","UPF0225 protein YchJ"
"3688","bacteroidetes","FIG00017106","PhnB protein; putative DNA binding 3-demethylubiquinone-9 3-methyltransferase domain protein"
"3689","bacteroidetes","FIG00022068","FIG022068: Hypothetical protein"
"3690","bacteroidetes","FIG00031569","Putative Isoquinoline 1-oxidoreductase subunit, Mll3835 protein"
"3691","bacteroidetes","FIG00656066","FIG00656067: hypothetical protein"
"3692","bacteroidetes","FIG00908664","FIG00908667: hypothetical protein"
"3693","bacteroidetes","FIG00906766","591aa hypothetical protein: FIG00906767"
"3694","bacteroidetes","FIG00908041","FIG00908042: hypothetical protein"
"3695","bacteroidetes","FIG00907276","FIG00907277: hypothetical protein"
"3696","bacteroidetes","FIG00617979","putative transmembrane glycosyltransferase"
"3697","bacteroidetes","FIG01665048","protein of unknown function DUF72"
"3698","bacteroidetes","FIG00431356","sensor histidine kinase"
"3699","bacteroidetes","FIG00963550","Putative 2-component regulator"
"3700","bacteroidetes","FIG00627884","heat shock protein Hsp20"
"3701","bacteroidetes","FIG00132938","Cytochrome c oxidase subunit CcoN (EC 1.9.3.1) / Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)"
"3702","bacteroidetes","FIG01538196","FIG00907285: hypothetical protein"
"3703","bacteroidetes","FIG00907552","FIG00907554: hypothetical protein"
"3704","bacteroidetes","FIG00015210","Molybdenum cofactor biosynthesis protein MoaC / Molybdenum cofactor biosynthesis protein MoaB"
