"","phylum","gene","description"
"6393","bacteroidetes","FIG01227142","Site-specific recombinase XerD"
"6394","bacteroidetes","FIG01342735","Polysaccharide polymerization protein"
"6395","bacteroidetes","FIG01303778",NA
"6396","bacteroidetes","FIG00134246","Serine/threonine protein kinase PrkC, regulator of stationary phase, short form"
"6397","bacteroidetes","FIG01504375","FIG00416149: hypothetical protein"
"6398","bacteroidetes","FIG00897663","FIG00897664: hypothetical protein"
"6399","bacteroidetes","FIG01332817","MaoC family protein"
"6400","bacteroidetes","FIG00468983",NA
"6401","bacteroidetes","FIG01388544","PHP N-terminal domain protein"
"6402","bacteroidetes","FIG01701909","zinc metalloproteinase Mpr protein"
"6403","bacteroidetes","FIG01361308","two-component system sensor histidine kinase"
"6404","bacteroidetes","FIG01510840","FIG00403584: hypothetical protein"
"6405","bacteroidetes","FIG01225815","thiJ/pfpI family protein"
"6406","bacteroidetes","FIG00002070","Arabinose-proton symporter"
"6407","bacteroidetes","FIG01868989","FIG00415981: hypothetical protein"
"6408","bacteroidetes","FIG00939478","FIG00408262: hypothetical protein"
"6409","bacteroidetes","FIG01407103","FIG00936597: hypothetical protein"
"6410","bacteroidetes","FIG01354508","Prokaryotic ATPase"
"6411","bacteroidetes","FIG00012589","Glucoamylase (EC 3.2.1.3)"
"6412","bacteroidetes","FIG01813700","FIG00404010: hypothetical protein"
"6413","bacteroidetes","FIG01439474","endo-beta-1,4-glucanase (celulase B)"
"6414","bacteroidetes","FIG00899404","FIG00899407: hypothetical protein"
"6415","bacteroidetes","FIG00898527","FIG00898528: hypothetical protein"
"6416","bacteroidetes","FIG01004712","FIG094328: hypothetical protein"
"6417","bacteroidetes","FIG01308481","Two-component system sensor histidine kinase"
"6418","bacteroidetes","FIG01380810","peptidase S14, ClpP"
"6419","bacteroidetes","FIG01264168","mobilization protein BmgA"
"6420","bacteroidetes","FIG01717854","helix-turn-helix- domain containing protein, AraC type"
"6421","bacteroidetes","FIG00778097","CiaB PROTEIN"
"6422","bacteroidetes","FIG01633246","FIG00409540: hypothetical protein"
"6423","bacteroidetes","FIG00001530","Deblocking aminopeptidase (EC 3.4.11.-)"
"6424","bacteroidetes","FIG00004100","Cold shock protein CspA"
"6425","bacteroidetes","FIG00898787","FIG00898788: hypothetical protein"
"6426","bacteroidetes","FIG00907772","FIG00907773: hypothetical protein"
"6427","bacteroidetes","FIG01640454","FIG00409931: hypothetical protein"
"6428","bacteroidetes","FIG01458838","FIG00404535: hypothetical protein"
"6429","bacteroidetes","FIG01904597","AAA-family ATPase"
"6430","bacteroidetes","FIG00142507","NADP-reducing hydrogenase, subunit B"
"6431","bacteroidetes","FIG00945854","phosphinothricin N-acetyltransferase, putative"
"6432","bacteroidetes","FIG00010273","Transcriptional regulator of various polyols utilization, AraC family"
"6433","bacteroidetes","FIG00896815","FIG00896816: hypothetical protein"
"6434","bacteroidetes","FIG00000001","Cysteine desulfurase (EC 2.8.1.7)"
"6435","bacteroidetes","FIG00896810","FIG00896812: hypothetical protein"
"6436","bacteroidetes","FIG00018328","Glycosyl transferase, group 1"
"6437","bacteroidetes","FIG00748587","FIG00748588: hypothetical protein"
"6438","bacteroidetes","FIG01342050","FIG00406484: hypothetical protein"
"6439","bacteroidetes","FIG01324793","C4-dicarboxylate transporter"
"6440","bacteroidetes","FIG00518460","putative phage-related protein"
"6441","bacteroidetes","FIG01353761","FIG00897538: hypothetical protein"
"6442","bacteroidetes","FIG00761735","Trehalase (EC 3.2.1.28); Cytoplasmic trehalase (EC 3.2.1.28)"
"6443","bacteroidetes","FIG01336254","Integrase IntN1"
"6444","bacteroidetes","FIG01336709","FIG00410563: hypothetical protein"
"6445","bacteroidetes","FIG00076542","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)"
"6446","bacteroidetes","FIG01512644","FIG01259249: hypothetical protein"
"6447","bacteroidetes","FIG01580765","putative outer membrane receptor"
"6448","bacteroidetes","FIG01789476","FIG00404684: hypothetical protein"
"6449","bacteroidetes","FIG01561153","FIG00415983: hypothetical protein"
"6450","bacteroidetes","FIG01609085","FIG00415876: hypothetical protein"
"6451","bacteroidetes","FIG01491007","heparan N-sulfatase( EC:3.1.6.- )"
"6452","bacteroidetes","FIG01610631","FIG00403845: hypothetical protein"
"6453","bacteroidetes","FIG01712865","FIG00414833: hypothetical protein"
"6454","bacteroidetes","FIG01479074","p5482_32"
"6455","bacteroidetes","FIG01310721","transcriptional regulator, LuxR family"
"6456","bacteroidetes","FIG01361367","mannose-6-phosphate isomerase, class I"
"6457","bacteroidetes","FIG01402194","FIG00404525: hypothetical protein"
"6458","bacteroidetes","FIG00897867","FIG00897868: hypothetical protein"
"6459","bacteroidetes","FIG00897866","FIG00898920: hypothetical protein"
"6460","bacteroidetes","FIG01386922","Amino acid carrier protein"
"6461","bacteroidetes","FIG01471296","FIG00411411: hypothetical protein"
"6462","bacteroidetes","FIG00642139","putative antirepressor"
"6463","bacteroidetes","FIG01478387","Na+/H+-dicarboxylate symporter"
"6464","bacteroidetes","FIG01328666","Phage antirepressor protein"
"6465","bacteroidetes","FIG01328665","FIG00898345: hypothetical protein"
"6466","bacteroidetes","FIG00937818","FIG00937820: hypothetical protein"
"6467","bacteroidetes","FIG00003050","Cys-tRNA(Pro) deacylase YbaK"
"6468","bacteroidetes","FIG00106349","Putative N-acetylgalactosaminyl-diphosphoundecaprenol glucuronosyltransferase"
"6469","bacteroidetes","FIG01762558","putative recombination protein"
"6470","bacteroidetes","FIG01567651","FIG00404527: hypothetical protein"
"6471","bacteroidetes","FIG00517072","2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)"
"6472","bacteroidetes","FIG01073580","Peptidase, M48 family"
"6473","bacteroidetes","FIG00016555","O-antigen flippase Wzx"
"6474","bacteroidetes","FIG01455685","Exo-alpha-sialidase"
"6475","bacteroidetes","FIG01390972","FIG00413440: hypothetical protein"
"6476","bacteroidetes","FIG01167256","DEAD/DEAH box helicase-like protein"
"6477","bacteroidetes","FIG01606508","FIG00897594: hypothetical protein"
"6478","bacteroidetes","FIG00134722","Protein serine/threonine phosphatase PrpC, regulation of stationary phase"
"6479","bacteroidetes","FIG01115339","ABC transporter substrate-binding protein"
"6480","bacteroidetes","FIG01343795","IPT/TIG domain protein"
"6481","bacteroidetes","FIG01519892","putative patatin-like protein"
"6482","bacteroidetes","FIG00939229","FIG00939230: hypothetical protein"
"6483","bacteroidetes","FIG00024546","Phosphonoacetaldehyde hydrolase (EC 3.11.1.1)"
"6484","bacteroidetes","FIG01108023","FIG01108024: hypothetical protein"
"6485","bacteroidetes","FIG01959962","S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1B"
"6486","bacteroidetes","FIG00693706","Sll0445 protein"
"6487","bacteroidetes","FIG00939621","FIG00939624: hypothetical protein"
"6488","bacteroidetes","FIG01440936","FIG00408097: hypothetical protein"
"6489","bacteroidetes","FIG00896652","FIG00896660: hypothetical protein"
"6490","bacteroidetes","FIG00898411","FIG00898413: hypothetical protein"
"6491","bacteroidetes","FIG01311606","FIG00403378: hypothetical protein"
"6492","bacteroidetes","FIG00897959","FIG00897961: hypothetical protein"
"6493","bacteroidetes","FIG01343036","Tll0814 protein"
"6494","bacteroidetes","FIG00001229","Ribosome hibernation protein YhbH"
"6495","bacteroidetes","FIG00459778","Ferredoxin"
"6496","bacteroidetes","FIG01392522","FIG00410335: hypothetical protein"
"6497","bacteroidetes","FIG01176828","Esterase"
"6498","bacteroidetes","FIG01633598","FIG00416028: hypothetical protein"
"6499","bacteroidetes","FIG01640307","endo-arabinase"
"6500","bacteroidetes","FIG01377251","FIG00899038: hypothetical protein"
"6501","bacteroidetes","FIG01392555","clindamycin resistance transfer factor BtgA"
"6502","bacteroidetes","FIG00896429","FIG00896430: hypothetical protein"
"6503","bacteroidetes","FIG00003912","Arsenical resistance operon trans-acting repressor ArsD"
"6504","bacteroidetes","FIG00000066","SSU ribosomal protein S14p (S29e) @ SSU ribosomal protein S14p (S29e), zinc-independent"
"6505","bacteroidetes","FIG01331492","FIG00407892: hypothetical protein"
"6506","bacteroidetes","FIG01447118","FIG00406605: hypothetical protein"
"6507","bacteroidetes","FIG01359062","FIG00412714: hypothetical protein"
"6508","bacteroidetes","FIG00904545","methylated-DNA--protein-cysteine methyltransferase-related protein"
"6509","bacteroidetes","FIG01323023","FIG00402748: hypothetical protein"
"6510","bacteroidetes","FIG00938895","FIG00938896: hypothetical protein"
"6511","bacteroidetes","FIG01347134","FIG00410119: hypothetical protein"
"6512","bacteroidetes","FIG01678946","FIG00413008: hypothetical protein"
"6513","bacteroidetes","FIG01750345","FIG00414149: hypothetical protein"
"6514","bacteroidetes","FIG01275415",NA
"6515","bacteroidetes","FIG01786121","site-specific recombinase IntIA"
"6516","bacteroidetes","FIG01411730","Vitamin B12 ABC transporter, B12-binding component BtuF"
"6517","bacteroidetes","FIG00464412","Putative bacteriophage protein"
"6518","bacteroidetes","FIG01771875","FIG00413839: hypothetical protein"
"6519","bacteroidetes","FIG01067880","Multiple antibiotic resistance protein marC"
"6520","bacteroidetes","FIG01956019",NA
"6521","bacteroidetes","FIG00935706","FIG00935708: hypothetical protein"
"6522","bacteroidetes","FIG00945183","acetyltransferase"
"6523","bacteroidetes","FIG00012283","Glycine betaine ABC transport system, permease protein OpuAB"
"6524","bacteroidetes","FIG01346510","Zeta toxin"
"6525","bacteroidetes","FIG01326548","FIG00416553: hypothetical protein"
"6526","bacteroidetes","FIG01336235","TPR-repeat-containing protein"
"6527","bacteroidetes","FIG00759772","FIG00759777: hypothetical protein"
"6528","bacteroidetes","FIG01368020","Aminopeptidase"
"6529","bacteroidetes","FIG01234780","Tellurium resistance protein TerA"
"6530","bacteroidetes","FIG01373889","FIG00403729: hypothetical protein"
"6531","bacteroidetes","FIG01383340","FIG00415555: hypothetical protein"
"6532","bacteroidetes","FIG01092587","FIG01092588: hypothetical protein"
"6533","bacteroidetes","FIG01666677","FIG00412341: hypothetical protein"
"6534","bacteroidetes","FIG01425823","FIG00404181: hypothetical protein"
"6535","bacteroidetes","FIG01399022","GntR family transcriptional regulator"
"6536","bacteroidetes","FIG00062054","Putative glycosyltransferase protein"
"6537","bacteroidetes","FIG01391496","trans-Golgi membrane protein p230"
"6538","bacteroidetes","FIG01361428","Serine type site-specific recombinase"
"6539","bacteroidetes","FIG00897844","FIG00897847: hypothetical protein"
"6540","bacteroidetes","FIG01555278","ATPas"
"6541","bacteroidetes","FIG00473014","FIG00473015: hypothetical protein"
"6542","bacteroidetes","FIG01347142","FIG00404702: hypothetical protein"
"6543","bacteroidetes","FIG01518703","FIG00407501: hypothetical protein"
"6544","bacteroidetes","FIG01316240","putative macrolide efflux pump"
"6545","bacteroidetes","FIG01615673","FIG00407172: hypothetical protein"
"6546","bacteroidetes","FIG01320115","SWF/SNF family helicase"
"6547","bacteroidetes","FIG01228742","Probable transcriptional regulator"
"6548","bacteroidetes","FIG00405688","Teichuronic acid biosynthesis protein TuaE, putative secreted polysaccharide polymerase"
"6549","bacteroidetes","FIG01356727","Nucleotidyltransferase (EC 2.7.7.-)"
"6550","bacteroidetes","FIG01346491","Epsilon antitoxin"
"6551","bacteroidetes","FIG01323491","glycosyltransferase"
"6552","bacteroidetes","FIG01542186","FIG00415090: hypothetical protein"
"6553","bacteroidetes","FIG01385064","FIG00403684: hypothetical protein"
"6554","bacteroidetes","FIG01346182","FIG00402765: hypothetical protein"
"6555","bacteroidetes","FIG01465055","FIG00417050: hypothetical protein"
"6556","bacteroidetes","FIG01359650",NA
"6557","bacteroidetes","FIG01603001","Conjugative transposon protein TraC"
"6558","bacteroidetes","FIG01471760","Hydrolase of the alpha/beta superfamily"
"6559","bacteroidetes","FIG00517054","two-component system response regulator"
"6560","bacteroidetes","FIG01394391","FIG00405022: hypothetical protein"
"6561","bacteroidetes","FIG01123116","nitroreductase"
"6562","bacteroidetes","FIG00896348","FIG00896350: hypothetical protein"
"6563","bacteroidetes","FIG00652851","FIG00652856: hypothetical protein"
"6564","bacteroidetes","FIG01319793","FIG00404554: hypothetical protein"
"6565","bacteroidetes","FIG01304530",NA
"6566","bacteroidetes","FIG00939427","Eps6I"
"6567","bacteroidetes","FIG00006551","Branched-chain amino acid transport ATP-binding protein LivF (TC 3.A.1.4.1)"
"6568","bacteroidetes","FIG01748106","FIG00409518: hypothetical protein"
"6569","bacteroidetes","FIG01317835","FIG00412037: hypothetical protein"
"6570","bacteroidetes","FIG00001024","Rod shape-determining protein MreD"
"6571","bacteroidetes","FIG01317833","FIG00402715: hypothetical protein"
"6572","bacteroidetes","FIG00001029","Alkyl hydroperoxide reductase protein F (EC 1.6.4.-)"
"6573","bacteroidetes","FIG01355632","FIG00405727: hypothetical protein"
"6574","bacteroidetes","FIG00648509","DUF1432 domain-containing protein"
"6575","bacteroidetes","FIG00939640","FIG00939641: hypothetical protein"
"6576","bacteroidetes","FIG01308195","L-Aspartate dehydrogenase (EC 1.4.1.21) homolog"
"6577","bacteroidetes","FIG01548801","FIG00404871: hypothetical protein"
"6578","bacteroidetes","FIG00896679","FIG00896680: hypothetical protein"
"6579","bacteroidetes","FIG01515877","FIG00403772: hypothetical protein"
"6580","bacteroidetes","FIG01560010","FIG00408604: hypothetical protein"
"6581","bacteroidetes","FIG01956061","hypothetical protein"
"6582","bacteroidetes","FIG01747304","FIG00406576: hypothetical protein"
"6583","bacteroidetes","FIG00000262","ATP synthase delta chain (EC 3.6.3.14)"
"6584","bacteroidetes","FIG00898763","FIG00898764: hypothetical protein"
"6585","bacteroidetes","FIG00897188","FIG00897189: hypothetical protein"
"6586","bacteroidetes","FIG00897185","FIG00897187: hypothetical protein"
"6587","bacteroidetes","FIG01511118","two-component system sensor histidine kinase/response regulator, hybrid ('one component system')"
"6588","bacteroidetes","FIG01457645","FIG00409546: hypothetical protein"
"6589","bacteroidetes","FIG01342093","FIG00412830: hypothetical protein"
"6590","bacteroidetes","FIG01439764","FIG00405478: hypothetical protein"
"6591","bacteroidetes","FIG01348637","FIG00406685: hypothetical protein"
"6592","bacteroidetes","FIG01408503","FIG00403065: hypothetical protein"
"6593","bacteroidetes","FIG01312219","CDP-4-dehydro-6-deoxy-D-glucose 3-dehydratase (EC 4.2.1.-)"
"6594","bacteroidetes","FIG01373445","TonB"
"6595","bacteroidetes","FIG01588203","adenine DNA methyltransferase"
"6596","bacteroidetes","FIG00897727","FIG00897728: hypothetical protein"
"6597","bacteroidetes","FIG01353726","FIG00409721: hypothetical protein"
"6598","bacteroidetes","FIG01517864","C-terminal part of two-component system sensor histidine kinase/response regulator hybrid"
"6599","bacteroidetes","FIG01545010","FIG00416872: hypothetical protein"
"6600","bacteroidetes","FIG00897773","FIG00897775: hypothetical protein"
"6601","bacteroidetes","FIG00898183","FIG00898184: hypothetical protein"
"6602","bacteroidetes","FIG01918346",NA
"6603","bacteroidetes","FIG01380582","FIG00407435: hypothetical protein"
"6604","bacteroidetes","FIG01459004","FIG00402937: hypothetical protein"
"6605","bacteroidetes","FIG01386379","probable exported protein YPO3473"
"6606","bacteroidetes","FIG01319302","Corrinoid methyltransferase protein"
"6607","bacteroidetes","FIG01365500","FIG00409771: hypothetical protein"
"6608","bacteroidetes","FIG00002110","2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)"
"6609","bacteroidetes","FIG01328633","Conserved protein, with a weak D-galactarate dehydratase/altronate hydrolase domain"
"6610","bacteroidetes","FIG00715515","FIG00715517: hypothetical protein"
"6611","bacteroidetes","FIG01861872","FIG00409040: hypothetical protein"
"6612","bacteroidetes","FIG01234508","DnaD domain protein"
